profile_id,previous_company,previous_role,transition_date,location,seniority,status,linkedin_url,expertise
3cc23c27-8b59-4adc-b72b-379110ad6b83,Apple,Senior Engineer,2024-06-03,Boston,Staff,Stealth,linkedin.com/in/omartinez,ML/AI
6b79502c-0c6c-4a84-991e-eb8273b628dd,Apple,Distinguished Engineer,2024-12-04,Seattle,Principal,Stealth,linkedin.com/in/carl62,Full Stack
d2757b57-8103-4d73-8e66-0ea8c69368e2,Amazon,Principal Engineer,2024-10-06,SF Bay Area,Director,Stealth,linkedin.com/in/chendaniel,Data Engineering
f651d655-ed43-4753-b50c-5d7616924aee,Google,Senior ML Engineer,2025-03-16,Boston,Principal,Stealth,linkedin.com/in/kimberly03,Distributed Systems
501e2cb0-a0c9-4bb1-8cbb-ce172c600434,Google,Staff Engineer,2024-04-10,NYC,Staff,Launched,linkedin.com/in/chull,Data Engineering
01f682c9-c5b9-4ee6-8e66-81e9c4ae71cb,Google,Staff Engineer,2023-12-03,SF Bay Area,Director,Stealth,linkedin.com/in/ibell,Security
809cfd0b-6266-474d-8fc3-638365f9dcbc,Netflix,Distinguished Engineer,2023-12-22,SF Bay Area,Staff,Stealth,linkedin.com/in/billy04,Full Stack
1e6b6688-7c17-41ab-8318-50a4b17acce2,Amazon,Engineering Manager,2024-07-04,Seattle,Principal,Launched,linkedin.com/in/jhughes,Infrastructure
cb6d87dc-446f-4fa7-98b4-9396088c43f0,Google,Distinguished Engineer,2023-11-26,Austin,Staff,Stealth,linkedin.com/in/austin32,Security
a2442df3-59c1-477b-bea2-8d38ebb1da58,Google,Engineering Manager,2025-01-12,Boston,Staff,Stealth,linkedin.com/in/vaughanallison,Infrastructure
2687378e-3e3c-42de-ad92-bb14da278ea4,Netflix,Engineering Manager,2024-01-27,Austin,Staff,Raised Seed,linkedin.com/in/anita34,Security
20c6531a-7a92-495d-9f2e-b88284bb9174,Meta,Principal Engineer,2024-04-14,SF Bay Area,Principal,Raised Seed,linkedin.com/in/christianeric,Infrastructure
8a9e3d63-c2e6-4a49-b0f6-134a0e49eff3,Apple,Engineering Manager,2023-09-03,Boston,Director,Stealth,linkedin.com/in/ngarcia,Distributed Systems
b99c7412-46c2-4b6f-8461-dc9e818354a0,Apple,ML Engineer,2025-04-08,Boston,Director,Stealth,linkedin.com/in/nathanbrown,ML/AI
31c81e1e-c115-47b8-aed3-50c34a58c946,Apple,Senior Engineer,2024-05-24,Austin,Staff,Raised Seed,linkedin.com/in/gcuevas,Infrastructure
a16603fb-ee06-4ac0-b86c-43d977c84f1b,Google,Senior ML Engineer,2024-07-17,LA,Staff,Stealth,linkedin.com/in/tkim,Full Stack
be30fe40-1481-4afe-821e-c6b9395f9c0f,Google,Senior ML Engineer,2023-08-14,LA,Director,Stealth,linkedin.com/in/andrew86,Full Stack
bde43cf7-9210-4dbc-aefb-7d05187b856f,Apple,Director of Engineering,2024-12-19,SF Bay Area,Senior,Raised Seed,linkedin.com/in/rlester,Data Engineering
a2b8dae7-e915-4c62-8b58-e7a831de6592,Google,Senior Engineer,2024-03-16,SF Bay Area,Principal,Stealth,linkedin.com/in/cmiranda,Distributed Systems
7dccd4d0-7711-4f45-b9b2-5eaa6a49a421,Amazon,Distinguished Engineer,2025-07-15,NYC,Senior,Stealth,linkedin.com/in/marktaylor,ML/AI
9109865d-ea7c-4016-aa85-d70f86cc695b,Google,Director of Engineering,2024-08-14,Boston,Director,Stealth,linkedin.com/in/mbrooks,Infrastructure
14b8c7d3-ba8f-438f-b9c5-c4d3e8c60761,Netflix,Senior ML Engineer,2024-03-31,LA,Principal,Stealth,linkedin.com/in/shelley26,Distributed Systems
eed058b1-1780-4613-aa1f-ce10018ee76d,Amazon,Senior Engineer,2023-11-10,Boston,Staff,Launched,linkedin.com/in/robinhaas,Infrastructure
9e8eaf3b-9d7e-45fa-aed0-fa3a1753c756,Amazon,Principal Engineer,2024-05-12,Boston,Director,Failed,linkedin.com/in/hamiltonjennifer,Infrastructure
846a933f-7e79-4833-acd8-e7c8691be5b2,Microsoft,Distinguished Engineer,2025-07-04,Seattle,Senior,Stealth,linkedin.com/in/xvelasquez,Infrastructure
497e290b-ccdc-4314-a287-eff6eddddbc2,Amazon,Senior ML Engineer,2024-02-22,Seattle,Principal,Stealth,linkedin.com/in/jsharp,ML/AI
74f8b6a4-8c5a-4fd1-9d83-1d593e590dbe,Google,ML Engineer,2025-03-09,SF Bay Area,Staff,Stealth,linkedin.com/in/christophergutierrez,Security
98e8e32b-2c38-473f-8830-578ea1aac643,Meta,Director of Engineering,2024-06-29,LA,Principal,Stealth,linkedin.com/in/tammy61,Security
cd4b8324-5428-4ed4-bad0-ba0ac99d6785,Google,Director of Engineering,2025-02-21,NYC,Principal,Stealth,linkedin.com/in/wrobbins,Data Engineering
7e7424ca-150b-4c3b-bd02-c3442cbb25b8,Netflix,ML Engineer,2025-05-16,Austin,Staff,Stealth,linkedin.com/in/smiththomas,Infrastructure
6517add2-6e12-4a64-afd8-77cb28b59691,Google,Distinguished Engineer,2024-12-16,Seattle,Director,Stealth,linkedin.com/in/erinmoreno,ML/AI
5745202a-ee95-4fb9-aad6-a8a699498c49,Microsoft,Engineering Manager,2025-03-15,Seattle,Senior,Stealth,linkedin.com/in/zsingh,Distributed Systems
57799e65-c6b7-4fa0-8b3c-8a3143769a5d,Meta,Principal Engineer,2025-07-27,SF Bay Area,Director,Launched,linkedin.com/in/alishaellis,Infrastructure
a11e72a2-c5bd-479b-b659-efbb0eab4b3c,Google,Principal Engineer,2025-01-03,LA,Director,Launched,linkedin.com/in/hannaconnie,Security
5458b546-ae7a-4b61-b365-bcf788efcf18,Amazon,Staff Engineer,2024-06-06,Austin,Senior,Launched,linkedin.com/in/michaelstrong,Security
f76efa07-98f7-4fe7-80ef-f23641568979,Meta,ML Engineer,2024-09-25,LA,Director,Stealth,linkedin.com/in/bherman,Security
18125281-4907-4c53-b899-8f87d8f600b9,Google,Distinguished Engineer,2025-05-23,SF Bay Area,Staff,Raised Seed,linkedin.com/in/johnsonralph,ML/AI
572f815c-5105-459e-98a7-dbd7c6d528dc,Google,ML Engineer,2024-05-31,SF Bay Area,Staff,Stealth,linkedin.com/in/aaron50,Infrastructure
29a914a5-a2a0-4f99-b9f7-ce9cfc817a17,Google,Principal Engineer,2024-09-21,Seattle,Principal,Stealth,linkedin.com/in/kimberly53,Data Engineering
422fa9a7-956f-46e4-ae40-43b8aab719e2,Meta,Engineering Manager,2025-05-22,Boston,Senior,Stealth,linkedin.com/in/hfranklin,Data Engineering
18c343e0-375a-4c37-b817-84e467fb3825,Amazon,Principal Engineer,2024-01-08,Austin,Senior,Stealth,linkedin.com/in/fieldspaul,Distributed Systems
39d27733-1a1d-43a0-8083-896bad8f1af4,Meta,Distinguished Engineer,2025-05-04,LA,Senior,Stealth,linkedin.com/in/brenda71,Infrastructure
8b772619-dd0a-4718-b48e-48e362337993,Meta,Senior Engineer,2024-12-08,NYC,Senior,Stealth,linkedin.com/in/mramirez,Security
31679bb8-e0f1-4044-bda2-8d8cc4b86175,Netflix,ML Engineer,2025-07-21,Boston,Senior,Stealth,linkedin.com/in/debrameyer,Infrastructure
8d43ab68-2d23-41ff-b124-d61be4aa5983,Google,Principal Engineer,2024-09-04,SF Bay Area,Senior,Stealth,linkedin.com/in/brewerkevin,Security
3eeba5e1-4b7a-445d-813a-5d65f0dc2df8,Netflix,Distinguished Engineer,2024-08-20,Austin,Principal,Raised Seed,linkedin.com/in/vrichardson,Data Engineering
46fc6143-baa8-45c2-9fcf-c4baccd90d13,Google,Senior Engineer,2024-11-18,NYC,Senior,Launched,linkedin.com/in/jordan75,Full Stack
4ad926e9-86be-4dc1-87d5-5d3f66801743,Apple,Distinguished Engineer,2024-01-08,NYC,Staff,Stealth,linkedin.com/in/xstephens,Distributed Systems
f2d44751-93e0-468f-9a06-88d490b67534,Amazon,Senior Engineer,2023-09-19,LA,Principal,Stealth,linkedin.com/in/zmiller,Infrastructure
557f1257-d4e8-45cd-b167-3ce3fb406c16,Google,Senior Engineer,2025-05-23,LA,Senior,Raised Seed,linkedin.com/in/cassiejackson,Data Engineering
1847f878-4d01-460a-8f4d-3dab7be1ed88,Netflix,Senior ML Engineer,2024-03-04,SF Bay Area,Director,Launched,linkedin.com/in/andregarrett,Infrastructure
5d289c42-224a-4d1f-a35a-aa53a24dec72,Google,Principal Engineer,2023-08-08,Seattle,Director,Stealth,linkedin.com/in/patrickmassey,ML/AI
02aef429-0057-418d-a4eb-09813ece6c30,Meta,Senior Engineer,2024-09-06,Seattle,Staff,Raised Seed,linkedin.com/in/dylan60,Security
db08e823-b233-4f2e-aeef-116de6a258df,Apple,Senior ML Engineer,2023-11-27,NYC,Staff,Launched,linkedin.com/in/alexandria09,ML/AI
d9e0aed6-807d-4470-9b29-6cccd562e7ec,Meta,Director of Engineering,2023-10-28,Austin,Director,Stealth,linkedin.com/in/william55,Full Stack
7f9d6588-e0d8-4935-8a6d-bfc1f899bdb3,Google,Director of Engineering,2023-12-10,LA,Staff,Raised Seed,linkedin.com/in/qhogan,Infrastructure
e8845681-8571-4d72-9241-d4185607f605,Meta,Staff Engineer,2023-10-26,NYC,Staff,Stealth,linkedin.com/in/taylorcaldwell,Security
61263cb6-0c88-42e8-aee8-117912c62491,Google,Distinguished Engineer,2025-05-28,Austin,Director,Launched,linkedin.com/in/gjones,Infrastructure
17211c1a-2bd9-4454-b445-dd5222b34bb2,Google,Senior ML Engineer,2024-01-25,SF Bay Area,Director,Stealth,linkedin.com/in/curtis33,Infrastructure
3685ff93-85f4-4cfc-a10a-232e53a95a8a,Amazon,Principal Engineer,2024-12-20,Austin,Director,Launched,linkedin.com/in/daniellelopez,ML/AI
9c6969d8-3254-4c4e-a880-d2990795af2f,Meta,Senior Engineer,2023-10-16,Boston,Principal,Stealth,linkedin.com/in/strongdaniel,Security
3fb0b710-a645-497c-b965-59629c9a0231,Meta,Engineering Manager,2023-08-26,LA,Staff,Stealth,linkedin.com/in/sean60,Security
311e7c5a-e59a-41ff-b569-d5678ef00159,Google,Staff Engineer,2025-07-18,NYC,Director,Launched,linkedin.com/in/vincent90,Security
afbc776a-9f82-45a1-ac39-80e3659ad4ae,Meta,Staff Engineer,2025-03-04,Austin,Principal,Raised Seed,linkedin.com/in/lindsayhowell,Distributed Systems
ca0cdfb4-3639-4bfd-bbed-21de882b08f3,Meta,Principal Engineer,2024-12-20,LA,Principal,Stealth,linkedin.com/in/boyderic,Distributed Systems
7ffe8f79-abd0-4290-9d27-0bdf9386f02c,Google,Senior ML Engineer,2024-07-20,NYC,Senior,Stealth,linkedin.com/in/erin40,Data Engineering
2825661f-d099-4301-a673-f86fe2aa45cf,Google,Staff Engineer,2025-03-04,SF Bay Area,Senior,Stealth,linkedin.com/in/donnacannon,Data Engineering
b4fd7018-ef60-4501-95cd-1407a49ace31,Microsoft,Senior ML Engineer,2024-03-07,Austin,Senior,Stealth,linkedin.com/in/michelle76,Security
73d92aeb-c8a8-47e5-86c8-f9a8a2fb45b3,Apple,Director of Engineering,2024-03-29,NYC,Principal,Launched,linkedin.com/in/chad41,Data Engineering
4cf06bb7-0e71-4741-bb83-91510abd42d3,Apple,Staff Engineer,2023-12-01,Boston,Senior,Stealth,linkedin.com/in/jorge70,ML/AI
da0510ea-0265-45fe-ac2a-15841966c0ce,Meta,Distinguished Engineer,2025-03-11,Seattle,Staff,Stealth,linkedin.com/in/amontoya,Security
720130eb-d79a-413e-9fe3-55c8fbdb292a,Google,Senior Engineer,2024-11-04,SF Bay Area,Director,Launched,linkedin.com/in/riospatricia,Full Stack
81219035-47df-49c1-8098-aee185f092b1,Google,Director of Engineering,2024-11-07,NYC,Director,Stealth,linkedin.com/in/vpowell,Full Stack
c5a37900-9c1b-4973-964f-b8cf0eb1b6cb,Meta,Distinguished Engineer,2024-03-29,Boston,Principal,Stealth,linkedin.com/in/kturner,Infrastructure
96d2f41d-fa63-4dc4-8a29-aa73fabcce9e,Netflix,Principal Engineer,2023-08-17,Seattle,Staff,Failed,linkedin.com/in/wendydavis,ML/AI
32b916a6-5011-4a4b-a9f0-4793aee56bb8,Netflix,Director of Engineering,2024-09-07,LA,Senior,Stealth,linkedin.com/in/clintonjohnson,Security
b27ec210-9d1b-41f7-8c03-cf6544ebb286,Google,Senior Engineer,2024-09-22,SF Bay Area,Director,Raised Seed,linkedin.com/in/nrojas,ML/AI
e09b82fb-76fb-4dbb-bd16-99bfd51dcc2f,Amazon,Senior Engineer,2024-10-16,Seattle,Director,Failed,linkedin.com/in/natalie61,Security
34c22eef-2b45-4cff-adb6-d152e2d27707,Microsoft,Senior ML Engineer,2024-06-03,LA,Director,Raised Seed,linkedin.com/in/cgray,Infrastructure
745950af-ac02-4cc0-b79b-72337ba659d1,Google,ML Engineer,2023-11-24,LA,Director,Stealth,linkedin.com/in/edward53,Infrastructure
e85fe774-9328-4d32-8cdf-dcb4febcfd79,Apple,Staff Engineer,2024-10-23,Seattle,Staff,Stealth,linkedin.com/in/mariabeck,ML/AI
8d23534c-5ab2-434f-8e98-37aaa8f995e5,Google,Engineering Manager,2025-05-17,SF Bay Area,Senior,Stealth,linkedin.com/in/uhart,Full Stack
07d0fb33-b66d-4cb4-837b-c5da6041d1a3,Netflix,Engineering Manager,2025-07-11,SF Bay Area,Staff,Launched,linkedin.com/in/mmanning,Security
b1a0b3f7-262a-48f3-b1ef-aeabcd479e63,Meta,Principal Engineer,2024-11-20,LA,Staff,Stealth,linkedin.com/in/jamiethomas,Security
f7fc16fa-1f67-4451-9fb2-a6167104b9c5,Meta,Engineering Manager,2024-02-17,SF Bay Area,Principal,Failed,linkedin.com/in/shannonmoore,Security
2afc81ca-d80e-4c00-b119-36b261220a61,Google,Principal Engineer,2024-07-25,Austin,Director,Stealth,linkedin.com/in/hansonchristina,ML/AI
51c126a0-f9ad-4519-85e1-e110a4eace11,Apple,Staff Engineer,2023-12-07,Seattle,Staff,Launched,linkedin.com/in/coryjones,Full Stack
ff3e0b00-81f8-41aa-bdb0-fc7270918820,Meta,Distinguished Engineer,2025-06-23,Austin,Director,Launched,linkedin.com/in/davidroberts,ML/AI
1a9c64d6-8c8c-461f-b78d-f667bdd1ab35,Amazon,Distinguished Engineer,2024-04-22,Boston,Staff,Stealth,linkedin.com/in/deanandres,Distributed Systems
4c6cc5c3-915e-484a-ac3f-0fc3b3bb285e,Apple,Director of Engineering,2024-04-05,Boston,Director,Raised Seed,linkedin.com/in/marshallashley,ML/AI
e5107dfa-ed74-4c2f-ba79-83a28ef36b1d,Apple,ML Engineer,2024-07-22,SF Bay Area,Senior,Raised Seed,linkedin.com/in/nicholsmatthew,Full Stack
ec6bd647-609a-411a-910f-9af4e3f991c7,Amazon,Senior ML Engineer,2025-01-18,Austin,Director,Stealth,linkedin.com/in/nicolerodriguez,Full Stack
586f780d-b7b2-4850-a7df-6eacde948725,Apple,Director of Engineering,2024-03-16,SF Bay Area,Director,Launched,linkedin.com/in/peter01,Security
3eebb4bb-26d5-4178-b416-3df7c204e16d,Meta,Distinguished Engineer,2024-12-08,Boston,Director,Launched,linkedin.com/in/lamjohn,Distributed Systems
ed6565e3-95f1-442b-9697-46125f9b1383,Apple,Senior Engineer,2024-01-07,Boston,Senior,Stealth,linkedin.com/in/jwebb,Security
dc7574b6-4284-4c06-8c5a-b24b3d2ccb00,Amazon,ML Engineer,2023-10-20,Boston,Senior,Stealth,linkedin.com/in/patrickfloyd,Infrastructure
69bfe75c-cf79-4ea3-ab88-1be61b418199,Meta,Senior ML Engineer,2023-09-24,Austin,Senior,Stealth,linkedin.com/in/zjones,Security
8474ade0-f35b-4207-ab4d-967c0ef8a5d0,Amazon,ML Engineer,2024-09-01,Austin,Director,Stealth,linkedin.com/in/derrick08,ML/AI
ff4ae838-65b7-4534-acc1-9f09ae2ed1cb,Google,Principal Engineer,2024-08-13,NYC,Staff,Stealth,linkedin.com/in/tracyjohnson,Security
0167ffa4-0bd5-4be7-8b24-0961e22ac952,Google,ML Engineer,2024-11-18,Austin,Staff,Stealth,linkedin.com/in/hillalan,Data Engineering
eec042f6-6014-4009-86d5-a7c5d04b815c,Apple,Engineering Manager,2023-11-17,Boston,Principal,Stealth,linkedin.com/in/robinsonleslie,Data Engineering
5a70f927-3f7f-4dc8-9d45-0a1707f737bc,Google,Distinguished Engineer,2023-11-02,Seattle,Principal,Stealth,linkedin.com/in/idunn,Full Stack
6655a98e-a6b2-4eff-b865-08d351cf772e,Apple,Senior ML Engineer,2024-05-09,Austin,Principal,Stealth,linkedin.com/in/gabriela95,Security
fee144b8-28a1-462b-a11e-66e8c61f418a,Meta,Principal Engineer,2024-01-12,Boston,Staff,Stealth,linkedin.com/in/twest,Infrastructure
73d9c51f-d327-4b74-863e-f3d040ebd9c7,Google,Staff Engineer,2024-09-03,LA,Director,Stealth,linkedin.com/in/betty64,Distributed Systems
55287d11-c644-4f69-abbc-b31f6920f7d8,Amazon,Principal Engineer,2025-05-07,Seattle,Staff,Launched,linkedin.com/in/smithjason,Data Engineering
4f4ab4f2-9d54-45c1-bf99-382003d57aa3,Meta,Distinguished Engineer,2024-07-08,SF Bay Area,Director,Failed,linkedin.com/in/williamsmith,Security
9c1265ba-eb63-4c20-a796-31b5fe72b15f,Amazon,Director of Engineering,2023-10-21,Seattle,Staff,Stealth,linkedin.com/in/robinsonlori,Data Engineering
0797e94a-f37f-42c2-acb1-2df9549b0591,Apple,Senior Engineer,2024-01-16,SF Bay Area,Principal,Stealth,linkedin.com/in/thomasmargaret,Infrastructure
0ff87083-aa1b-4007-9fe6-7f462c21eca1,Amazon,ML Engineer,2024-12-21,LA,Staff,Stealth,linkedin.com/in/stephenbrown,Distributed Systems
aacba9f7-5f67-4926-8c40-eaeb8e8ec4ea,Google,Senior Engineer,2024-06-17,SF Bay Area,Principal,Failed,linkedin.com/in/david65,Security
77a63157-ca7b-46c6-8f16-f1cbcc046464,Apple,Staff Engineer,2023-10-14,Boston,Staff,Launched,linkedin.com/in/nward,ML/AI
e5f4aa86-7324-46b6-9f59-1b642ce0d497,Amazon,Engineering Manager,2024-10-31,Austin,Principal,Stealth,linkedin.com/in/jessicadodson,Infrastructure
8141c5a3-b99a-4fa2-8df4-0b3ca0064a9f,Google,ML Engineer,2025-02-21,SF Bay Area,Principal,Stealth,linkedin.com/in/matthewsrobert,Distributed Systems
fc440cf5-0f7f-43fb-8b20-1844fab2b19c,Amazon,Staff Engineer,2023-08-30,LA,Senior,Launched,linkedin.com/in/aallen,Security
05e7c244-1e01-47e0-bdc4-249a5c20fcfc,Meta,Distinguished Engineer,2024-06-29,SF Bay Area,Senior,Stealth,linkedin.com/in/marydickerson,Data Engineering
5d9a81ff-c1f1-4527-914c-0ccb1a615326,Microsoft,Staff Engineer,2025-06-22,Boston,Senior,Launched,linkedin.com/in/tinarocha,Data Engineering
52f083a6-4358-4d61-ba2e-2b07456b7240,Meta,Staff Engineer,2025-07-30,Seattle,Senior,Launched,linkedin.com/in/obradshaw,Distributed Systems
5624282f-ed20-4868-ba00-e26c032c9a0f,Amazon,ML Engineer,2025-03-31,Seattle,Principal,Stealth,linkedin.com/in/linda55,Full Stack
3b58586c-d581-4f4b-a1a3-c14579f6c4b6,Amazon,Distinguished Engineer,2024-03-18,Boston,Director,Launched,linkedin.com/in/bakerdominique,Full Stack
243b3d0b-605a-4455-9a70-4dab9bcaa49b,Google,Staff Engineer,2025-04-28,Seattle,Principal,Stealth,linkedin.com/in/bakerbenjamin,Infrastructure
88a7defd-9dba-481f-b551-0cd7b172e6d4,Google,Principal Engineer,2024-04-24,SF Bay Area,Staff,Stealth,linkedin.com/in/katherine38,Security
86c650f4-26c8-48b3-9479-772031059e57,Apple,Senior ML Engineer,2025-02-21,SF Bay Area,Staff,Launched,linkedin.com/in/kelleyjoshua,Security
10403992-67fe-422f-94de-380b9ef90dfb,Amazon,ML Engineer,2025-03-29,NYC,Staff,Stealth,linkedin.com/in/nicholas96,ML/AI
f8d25da8-8508-44d1-bcf6-86b71987b7d6,Amazon,Director of Engineering,2025-02-28,NYC,Director,Stealth,linkedin.com/in/xreeves,Infrastructure
9c69ce32-bd10-48c6-a4d0-c6e245785d4e,Google,Engineering Manager,2025-02-12,Seattle,Director,Stealth,linkedin.com/in/hollyreyes,Distributed Systems
